category,is_exact_ean,Pack_Verdict,Adjusted_Profit,NetProfit,ROI,Qty_Ratio,Sup_Qty,Amz_Qty,title_match,sales,SupplierTitle,AmazonTitle,EAN,EAN_OnPage,ASIN,SupplierPrice_incVAT,SellingPrice_incVAT
EXACT_EAN_MATCH,True,1:1 Match,0.2783333333333341,0.2783333333333341,19.88095238095244,1.0,1.0,1.0,0.40816326530612246,50.0,Snowman Hessia Christmas Sack,2 Giant Plastic Christmas Santa Sacks Including 62XM X 75CM with Rope,5012213504874,5012213504874,B09K4CQQBP,1.02,4.99
MODERATE_CONFIDENCE,False,SPLIT (1/2) - OK,1.0616666666666672,0.3416666666666672,19.52380952380956,0.5,2.0,1.0,0.3106796116504854,100.0,"2 Pack Knotty Headband (Clouds & Stars, Pink)","Brushworks Pink Cloud Beauty Headband – Ultra-Soft, Puffy Terry Cloth Headband for Skincare, Makeup & Face Washing, Comfortable, Non-Slip Design for Women, Girls",5023797308765,5056683103533,B0CWLLFVX3,1.44,6.29
MODERATE_CONFIDENCE,False,1:1 Match,1.4433333333333322,1.4433333333333322,19.142351900972574,1.0,1.0,1.0,0.4375,700.0,Orange Zog Dragon Toy,"Zog the dragon 9inch Plush Soft Toy, Orange",5034566615717,5034566609952,B07DY2H1JJ,8.388,17.74
MODERATE_CONFIDENCE,False,1:1 Match,0.7616666666666674,0.7616666666666674,18.85313531353137,1.0,1.0,1.0,0.36923076923076925,200.0,Snowies 500g,Just Treats White Chocolate Snowies (500g Share Bag)…,nan,5055761543476,B01CEOAPF4,4.188000000000001,9.59
UNCERTAIN,False,1:1 Match,1.1216666666666668,1.1216666666666668,18.78838637632608,1.0,1.0,1.0,0.18404907975460122,50.0,White Emperor Amaryllis,White Amaryllis Flowering Gift Box | Complete Kit with Bulbs | Perfect Festive Flowers | Potting Compost & Pot | Festive Christmas Packaging,5055977378527,nan,B08GG4C729,6.504,14.99
MODERATE_CONFIDENCE,False,1:1 Match,0.5750000000000004,0.5750000000000004,18.60841423948221,1.0,5.0,5.0,0.4925373134328358,700.0,Ladies 5 Pack Heel and Toe Heart Socks (Assorted Designs),RJM Ladies 5 Pack Cotton Rich Socks Black with Multicoloured Heels & Toes 4-7,5055442179345,5051907364400,B00HEF4FM8,3.048,6.99
UNCERTAIN,False,1:1 Match,0.6883333333333337,0.6883333333333337,18.603603603603613,1.0,18.0,18.0,0.29333333333333333,50.0,Fragranced Tealight Vanilla (Pack of 18),Bolsius - Fragrance Tealights - Pomegranate - Pack of 18 - Burning Time of 4 Hours - Household Candle - Interior Decoration - Natural Extracts - Includes Natural Vegan Wax - No Palm Oil,8717847137500,nan,B07X1R37S8,3.78,9.97
EXACT_EAN_MATCH,True,1:1 Match,1.211666666666665,1.211666666666665,18.527013251783867,1.0,1.0,1.0,0.174496644295302,50.0,Daisies Gin Glass,Lesser & Pavey Cosmos Gin Glass | Lovely Gift for Women & Men | Designed by Lynsey Johnstone | Luxury Wine Glass for Every Occasions,5010792497501,5010792497501,B0C9TVCNBG,7.188000000000001,15.95
UNCERTAIN,False,1:1 Match,0.6183333333333338,0.6183333333333338,18.512974051896222,1.0,1.0,1.0,0.22026431718061673,50.0,Assorted Mothers Day Metal Pen,"Zonon Best Mum Pen- Gifts for Mum from Daughter Son, Christmas, Thanksgiving, Mother's Day, Birthday, Anniversary - Metal Ballpoint Pen Black Ink with Gifted Box Presents for Women, Grandma, Ladies",5063436112193,nan,B09NSTQLKT,3.348,7.99
UNCERTAIN,False,1:1 Match,0.5416666666666676,0.5416666666666676,18.361581920903987,1.0,1.0,1.0,0.17647058823529413,50.0,Red Polypropylene Ribbon,"INERRA Ribbon - 100 Yards - 50mm (2"") Florist Wedding Car and Craft Uses (Red)",8001565351127,5056261301986,B07FK17H42,2.88,8.99
MODERATE_CONFIDENCE,False,1:1 Match,0.3250000000000002,0.3250000000000002,17.955801104972384,1.0,1.0,1.0,0.379746835443038,100.0,Grey Unbranded 0-3m Plain Baby Beanie Hat,Soft Touch Plain Super Soft Cotton Hat,nan,5023797300905,B01N0LP3CF,1.512,4.83
MODERATE_CONFIDENCE,False,1:1 Match,0.3250000000000002,0.3250000000000002,17.955801104972384,1.0,1.0,1.0,0.3181818181818182,100.0,Cream Unbranded Plain Baby Beanie Hat (0-3 Months),Soft Touch Plain Super Soft Cotton Hat,nan,5023797300905,B01N0LP3CF,1.512,4.83
UNCERTAIN,False,1:1 Match,0.6350000000000005,0.6350000000000005,17.937853107344644,1.0,1.0,1.0,0.1945945945945946,50.0,Oyster Satin Ribbon (38mm),"White Satin Ribbon, 38mm x 22M Single Face White Ribbon, Solid Color Satin Ribbon Perfect for Gift Wrapping, Crafts, Bow Making, Sewing and Wedding Decorations",5055141691308,nan,B0CRYRHJ3G,3.588,9.99
MODERATE_CONFIDENCE,False,1:1 Match,0.9283333333333336,0.9283333333333336,16.726726726726728,1.0,1.0,1.0,0.3431372549019608,400.0,Lovely mixed design fleece blankets by Soft Touch 75x100cm,"Exclusivo Mezcla Fleece Throw Blanket for Couch, Super Soft Striped Jacquard Bed Blanket, Lightweight Fuzzy Cozy for All Seasons, 127x152 CM, Pink",nan,nan,B0D25Z974W,6.0,13.99
UNCERTAIN,False,1:1 Match,0.7416666666666669,0.7416666666666669,16.12318840579711,1.0,1.0,1.0,0.26229508196721313,500.0,Manhattan Display Basket (17 inch),Woodluv Grey Wicker Rectangular Storage Gift Hamper Basket With Removable Lining - Large,5025192002866,5060397392138,B072PY36GF,4.859999999999999,14.99
UNCERTAIN,False,1:1 Match,0.4816666666666676,0.4816666666666676,15.792349726775988,1.0,1.0,1.0,0.25510204081632654,50.0,Infant Girls Sequin Ballet Slippers,Ballet Shoes for Girls Glitter Ballet Dance Shoes Leather Dance Slippers Full Sole Ballet Dance Flats for Childrens Kids Toddler for Dance Performance Gymnastics,5056188217247,nan,B0C9CPTZ7K,3.0,9.23
MODERATE_CONFIDENCE,False,1:1 Match,0.2350000000000003,0.2350000000000003,15.666666666666687,1.0,1.0,1.0,0.336,50.0,Pink Ribbed Bow Hat  (0-6 Months),"Newborn Handmade Hat, Knitted Crochet Cap for Babies (0-3 Months), Infants' Big Bow Headwrap",nan,636823843311,B01DC8C82Y,1.14,4.29
UNCERTAIN,False,1:1 Match,0.4837499999999999,0.4837499999999999,15.50480769230769,1.0,1.0,1.0,0.20253164556962025,50.0,Glamis Single Peony Burgundy (62cm),Peony Artificial Silk Flowers 2 Bunches Burgundy Fake Flower Bouquet for Wedding Arrangement Home Kitchen Table Party Decor,5056349283494,nan,B0F5PFP34N,3.084,8.49
UNCERTAIN,False,1:1 Match,0.2283333333333341,0.2283333333333341,15.121412803532063,1.0,1.0,1.0,0.21333333333333335,200.0,18 inch Baby - Baby Clothes Girl Shape  Balloon,"Baby Doll Clothes for 14-18 Inch Doll 35-45 cm Baby Doll, New Doll Clothes Outfits, Sweet Outfits Hooded Jumpsuit with 1 Coat hanger, New Born Baby Dolls Girls Birthday (Unicorn)",681070197991,nan,B0BVMRGWJL,1.152,4.99
UNCERTAIN,False,1:1 Match,0.2283333333333341,0.2283333333333341,15.121412803532063,1.0,1.0,1.0,0.21333333333333335,200.0,18 inch Baby - Baby Clothes Girl Shape  Balloon,"Baby Doll Clothes for 14-18 Inch Doll 35-45 cm Baby Doll, New Doll Clothes Outfits, Sweet Outfits Hooded Jumpsuit with 1 Coat hanger, New Born Baby Dolls Girls Birthday (Unicorn)",681070197977,nan,B0BVMRGWJL,1.152,4.99
UNCERTAIN,False,1:1 Match,0.5583333333333329,0.5583333333333329,14.616055846422327,1.0,1.0,1.0,0.07017543859649122,100.0,Brown Two-Tone Pot (17cm),"tenn well 20cm Plant Pot with Liner, Cotton Indoor Planter Woven Storage Basket for Indoor Plants Flower Pot and Home Decoration (Black and Brown)",nan,nan,B0BW91VBPT,3.924,10.99
UNCERTAIN,False,SPLIT (1/12) - OK,5.955666666666667,0.741666666666666,14.020163831127904,0.08333333333333333,12.0,1.0,0.27411167512690354,200.0,Female 18th Birthday Banner (pack Of 12),"Rose Gold 18th Birthday Decoration for Girls - Happy 18th Birthday Banner, Triangle Flag Banner, Number 18 Balloons, Foil Curtains for Party Decorations (18)",5055579157759,nan,B0B7VQMP7R,5.688000000000001,11.99
UNCERTAIN,False,1:1 Match,0.2229166666666666,0.2229166666666666,13.84575569358178,1.0,1.0,1.0,0.2072072072072072,200.0,Jumbo Spiders Web with Spiders,"200"" Halloween Spider Web + 59"" Giant Spider Decorations, Triangular Huge Spiders Web and Hairy Scary Fake Spider, for Indoor Outdoor Porch Yard, Scary Haunted House Party, and Halloween Décor",48419791324,nan,B0B4VD6HF7,1.272,5.99
MODERATE_CONFIDENCE,False,1:1 Match,0.381666666666667,0.381666666666667,13.630952380952396,1.0,1.0,1.0,0.3173076923076923,50.0,Barbie Mini Stationery Set (Assorted Designs),"Barbie Extra Diary Pouch Set | Stationery Set for Girls | Includes Notebook, Glitter Gel Pens, Mini Ruler & Keyring | Cute Accessories for School, Travel & Gifts |",nan,5015934765470,B0BBHBQTVD,2.7,7.19
MODERATE_CONFIDENCE,False,1:1 Match,1.1858333333333335,1.1858333333333335,13.475378787878793,1.0,1.0,1.0,0.40707964601769914,50.0,8 Premium Wreath Crackers (12.5inch),"RSW 8 Premium Burgundy Joy 12.5"" Christmas Crackers Luxury Festive Party Gold",5015302170196,nan,B0FHBHV536,9.9,17.5
EXACT_EAN_MATCH,True,1:1 Match,0.685000000000002,0.685000000000002,13.431372549019647,1.0,1.0,1.0,0.3157894736842105,50.0,Red Velvet Ribbon (63mm),"Luxury Velvet Wired Ribbon - RED Floristry Festive Christmas Wreaths Gifts Flowers 63mm (2.5"") x 10yards Roll",5055579127233,5055579127233,B01MA24APJ,5.46,12.99
UNCERTAIN,False,1:1 Match,0.2616666666666667,0.2616666666666667,13.350340136054426,1.0,1.0,1.0,0.2631578947368421,300.0,Christmas Eve Activity Set,"YLAB Christmas Activity Book Set for Kids – Colouring, Sticker & Puzzle Books with Pencils – Festive Gift for Children Age 3-10 – Travel Activity Pack in Carry Case",5053189048450,5060562526641,B0DCT3MG59,1.692,5.99
MODERATE_CONFIDENCE,False,1:1 Match,0.5616666666666676,0.5616666666666676,13.246855345911971,1.0,1.0,1.0,0.36923076923076925,200.0,Snowies 500g,Just Treats White Chocolate Snowies (500g Share Bag)…,nan,5055761543476,B01CEOAPF4,4.428,9.59
MODERATE_CONFIDENCE,False,1:1 Match,0.5616666666666676,0.5616666666666676,13.246855345911971,1.0,1.0,1.0,0.36923076923076925,200.0,Snowies 500g,Just Treats White Chocolate Snowies (500g Share Bag)…,nan,5055761543476,B01CEOAPF4,4.428,9.59
UNCERTAIN,False,1:1 Match,1.0716666666666643,1.0716666666666643,13.037307380373043,1.0,1.0,1.0,0.22317596566523606,100.0,Valentine Gift Bundle - Be My Valentine (35 Items),"Biscuit Gift Set Hamper – Bundle Bear Biscuit Hamper including 18 Snack Twin Packs – Border Biscuits, Shortbread & Individually Wrapped Cookies/Birthday Hampers for Women & Men (Gift)",nan,5065021953853,B0FQZHTY7Q,9.204,17.99
HIGH_LIKELIHOOD,False,1:1 Match,1.815416666666668,1.815416666666668,12.967261904761914,1.0,1.0,1.0,0.7727272727272727,50.0,Pink Sugared Almonds,Bulk Bag Sugared Almonds,5038168016965,5060324919995,B00T3JFY1Y,16.14,25.73
MODERATE_CONFIDENCE,False,1:1 Match,0.4500000000000004,0.4500000000000004,12.93103448275863,1.0,1.0,1.0,0.3157894736842105,100.0,Fathers Day Cotton Apron (Assorted Designs),Print4U Awesome Chef Funny BBQ Cooking Novelty Apron,5056283873669,5054120772779,B071F1G5C2,3.516,7.5
UNCERTAIN,False,1:1 Match,0.4550000000000007,0.4550000000000007,12.39782016348776,1.0,1.0,1.0,0.15544041450777202,500.0,Red Shine Wired Edge Ribbon (63mm),"Christmas Velvet Ribbon - Thick Red Wired 9m Edge 63mm Wide for Gift Wrapping, Crafting, Christmas Tree Decorations, Xmas Party Gifts, Wreath, Wedding Supplies",5056814411339,nan,B0D9JBXSXQ,3.744,9.99
UNCERTAIN,False,1:1 Match,0.4716666666666673,0.4716666666666673,12.156357388316168,1.0,1.0,1.0,0.2754491017964072,50.0,Pom-Pom Hats in 2 Assorted Designs (Grey & White),Sibba Bobble Hat for Women Winter Beanie Hats Thermal Fleece Lined Hat Ladies Knitted Wooly Hats with Faux Fur Pom Pom,5023797311048,nan,B09MYX8XR4,3.996,8.99
UNCERTAIN,False,SPLIT (1/32) - OK,1.6702083333333337,0.2170833333333337,12.060185185185206,0.03125,32.0,1.0,0.25842696629213485,50.0,Silver Gift Bow (22 x 32 x 7cm),"ANGIX 20 x Silver Gift Bows with Matching Ribbon Cops Set Luxury Metallic Foil Shiny Design Decorative Bow for Christmas, New Year & Party Presents",5050565635150,nan,B0BDVP6YGG,1.5,6.25
UNCERTAIN,False,1:1 Match,0.4179166666666665,0.4179166666666665,11.805555555555552,1.0,1.0,1.0,0.16806722689075632,600.0,Gold Wired Edge Organza Ribbon (70mm x 20m),"LATERN 20M Organza Ribbon, 6.3cm Width Snowflake Wired Sheer Glitter Ribbon Shimmer Band Metallic Ribbons Craft Tulle Ribbon for Gift Wrapping Xmas Tree DIY Wreath Christmas Bow Decoration (Gold)",5055141669086,nan,B09CPFDF3W,3.588,8.99
MODERATE_CONFIDENCE,False,1:1 Match,0.2950000000000006,0.2950000000000006,11.568627450980417,1.0,1.0,1.0,0.42105263157894735,50.0,Girls Underwear Briefs Packs (5 packs) (2-6 yrs) (Assorted Designs),New Girls Underwear | Cotton Mix Young Girls Pants | Kids Briefs | Multipack Knickers,5056188229387,5056379966428,B0CCNZWGF5,2.4,6.99
UNCERTAIN,False,1:1 Match,0.1683333333333341,0.1683333333333341,11.147902869757226,1.0,1.0,1.0,0.2641509433962264,100.0,Santa & Reindeer Gel Stickers,"abeec Christmas Window Clings – 4 Reusable Gel Sticker Sheets with Santa, Snowman, Tree & Reindeer – Peel & Stick Decorations for Festive Windows, Glass Doors & Kids’ Christmas Crafts",681070891189,5015934826386,B0CLGTKFRR,1.152,4.99
UNCERTAIN,False,1:1 Match,0.5016666666666658,0.5016666666666658,11.04992657856092,1.0,1.0,1.0,0.19696969696969696,600.0,Festive Penguin Game,"M.Y Penguin Peril Family Board Game | 2-4 Player Childrens Family Fun Game | Ice Breaker, Penguin Drop Challenge",5015934929339,5033849065409,B076BH59NG,4.788,11.99
MODERATE_CONFIDENCE,False,1:1 Match,0.1983333333333343,0.1983333333333343,10.66308243727604,1.0,1.0,1.0,0.46464646464646464,50.0,Girls Plain Tights pk1 - Black age 2-3,"Girls Tights Plain Opaque 40 Denier, Age 2-12Years-18 Colours",5056117204942,5060464744365,B01LYOU5M5,1.572,4.99
MODERATE_CONFIDENCE,False,1:1 Match,0.5383333333333347,0.5383333333333347,10.618014464168338,1.0,1.0,1.0,0.3404255319148936,100.0,Peter Rabbit & Friends Side Plates,Beatrix Potter Peter Christmas Dinner Set Picnic and Outdoor,9781534029149,nan,B0BXLM75W5,5.424,11.32
UNCERTAIN,False,1:1 Match,0.91875,0.91875,10.140728476821192,1.0,4.0,4.0,0.23696682464454977,50.0,Hestia Set of 4 Measuring Spoons (Pineapple),Sass & Belle Retro Pastel Measuring Cups - Set of 4 - Baking Cups for Kitchen – Cute Small Measuring Cup and Spoon Set – Vintage Sass and Belle Style Cooking Accessory,5055356079014,nan,B01H2SLB4G,10.212,17.49
EXACT_EAN_MATCH,True,1:1 Match,0.4450000000000014,0.4450000000000014,10.022522522522554,1.0,1.0,1.0,0.25,50.0,Donkey Palm Pal,"Aurora, 33532, Palm Pals Sunny Labrador Dog, 5In, Soft Toy, Brown",5034566335325,5034566335325,B09K7H8TNC,4.668,11.07
UNCERTAIN,False,1:1 Match,0.4162500000000004,0.4162500000000004,9.794117647058831,1.0,1.0,1.0,0.19811320754716982,700.0,Essential Cream/Pink Lisianthus,"AVD Organics Rose Essential Oil for Diffuser Fragrance 30ml | 100% Pure & Natural Rose Oil | Premium Therapeutic Grade | Massage, Aromatherapy & Candle Making, Soap Making – 1 fl oz",5055141678705,nan,B0D4LX5785,4.44,9.99
UNCERTAIN,False,1:1 Match,0.5483333333333336,0.5483333333333336,9.687868080094232,1.0,1.0,1.0,0.26262626262626265,50.0,Gigi Giraffe Comforter Blankie,Baby Comforter for Newborns | Soft Giraffe Comforter Blanket Toy | Newborn Essentials and Giraffe Blanket Gift | New Baby Boy or Girl Gift Idea | Eco Friendly | 30x30cm,5034566208438,5060830660527,B09C27YPQV,6.132000000000001,13.45
MODERATE_CONFIDENCE,False,1:1 Match,0.6016666666666663,0.6016666666666663,9.595959595959592,1.0,1.0,1.0,0.3170731707317073,50.0,Dinosaur Hoodies (6 Months - 3 Years),Little Boys Hoodie Kids Dinosaur Zipper Jumper Long Sleeve Cotton Hooded Sweatshirt Tops for Toddler 2-7 Years Children Clothes,5023797314414,nan,B0DNJQD46V,6.864,11.99
MODERATE_CONFIDENCE,False,1:1 Match,0.5616666666666663,0.5616666666666663,8.588175331294593,1.0,1.0,1.0,0.3177570093457944,100.0,Milestone Blanket,Baby Milestone Mat Blanket photo prop with floral numbers Newborn Boy Girl Gift(Star&Moon),5056188229264,4894751967554,B088NCTV3K,7.188000000000001,14.99
HIGH_LIKELIHOOD,False,1:1 Match,0.1883333333333341,0.1883333333333341,8.560606060606096,1.0,1.0,1.0,0.7906976744186046,50.0,Leaf Spray Gold (66cm),Leaf Spray Gold 400ml,5029316532147,8711347252640,B0778J4L7S,1.98,7.99
UNCERTAIN,False,1:1 Match,0.2716666666666676,0.2716666666666676,8.436853002070423,1.0,1.0,1.0,0.22429906542056074,200.0,Knitting Set,Lekeeu Knitting Kit for Beginners Adults Children - 12 Colours Yarn & 2 Bamboo Knitting Needles,5015934689073,nan,B0DCV4MYW1,3.204,8.99
MODERATE_CONFIDENCE,False,1:1 Match,0.24,0.24,8.163265306122447,1.0,1.0,1.0,0.35294117647058826,50.0,I Love You Bear with Hoodie (5 inch) (Assorted Designs),"Paws White Teddy Bear holding Red Heart with I Love You written on it (White, 8"")",5050565620347,5038104488726,B078VC8V1G,2.8680000000000003,9.48
MODERATE_CONFIDENCE,False,1:1 Match,0.0845833333333336,0.0845833333333336,8.133012820512853,1.0,1.0,1.0,0.34108527131782945,50.0,Age 6 Female Party Badge (15cm),"Age 6 Birthday Badge Blue, Red And Silver Balloons Holographic Recyclable 6th Birthday Party Badge",5055579164184,nan,B0BRT1X86C,0.588,4.99
MODERATE_CONFIDENCE,False,1:1 Match,0.2916666666666676,0.2916666666666676,8.07940904893816,1.0,1.0,1.0,0.3673469387755102,400.0,Inflatable Antler Ring Toss,"Uniqhia Inflatable Reindeer Antler Ring Toss Game, 2023 Christmas Games Ring Toss for Christmas Party Games, US Patented",5012128554155,707427637702,B01N2N2HQB,3.672,9.59
MODERATE_CONFIDENCE,False,1:1 Match,0.1550000000000002,0.1550000000000002,7.828282828282841,1.0,1.0,1.0,0.35,100.0,White Unbranded 0-3m Plain Baby Beanie Hat,Soft Touch Plain Super Soft Cotton Hat,nan,5023797300905,B01N0LP3CF,1.716,4.83
MODERATE_CONFIDENCE,False,1:1 Match,0.0745833333333336,0.0745833333333336,7.103174603174635,1.0,1.0,1.0,0.35555555555555557,100.0,Cream Shredded Tissue Paper (25gram),"100g Cream Shredded Tissue Paper for Gift Boxes Decoration, Filler Paper for Valentine's Day, Christmas, Birthday DIY Gift Packaging Decorations",5055579116633,nan,B0BMXFGL2L,0.6,4.99
UNCERTAIN,False,1:1 Match,0.195,0.195,6.964285714285717,1.0,1.0,1.0,0.12334801762114538,300.0,Rude Slogan Mugs (Assorted Designs),"Funny Mugs for Men Women - C UNT Mug - Fun Sarcastic Slogan Gifts for Work Colleagues, C*nt Crude Rude Novelty Joke Gag Humour Birthday Present Friends, 11oz Black Ceramic Dishwasher Safe Mugs",5056283873782,5059575925381,B09QLCJ6LT,2.7,8.97
MODERATE_CONFIDENCE,False,SPLIT (1/2) - OK,3.0458333333333343,0.3458333333333339,6.848184818481859,0.5,2.0,1.0,0.31901840490797545,200.0,Spicer Designs Foam Backed Ring 10inch (2 pk),"2 x Florist Floral Foam Plastic Backed 10"" (10 Inch) Wreaths Rings Funeral Tribute Christmas Wet Foam Oasis Val Spicer",5036702011506,7426763471414,B07Z3D6VYB,5.4,11.02
MODERATE_CONFIDENCE,False,1:1 Match,0.2916666666666667,0.2916666666666667,6.42437591776799,1.0,1.0,1.0,0.348993288590604,100.0,White Round Basket with Handle 20cm Dia,"DOKOT Seagrass Basket Belly Plant Pot Woven Basket With Handle, Foldable Laundry Basket Toys Storage (Natural)",5055398304921,nan,B07HC752CW,4.788,11.99
UNCERTAIN,False,1:1 Match,0.0949999999999999,0.0949999999999999,6.375838926174494,1.0,1.0,1.0,0.11299435028248588,500.0,Ivory Arundel Peony Bush,"Crevice Cleaning Brushes, Scrub Brush Tool for Hard to Reach Tight Spaces, Home Essentials Cleaning Supplies for Shower, Bathroom, Kitchen, Toilet，Window",5055977373010,nan,B0F3HZZW2T,1.128,5.64
UNCERTAIN,False,1:1 Match,0.1916666666666671,0.1916666666666671,5.89743589743591,1.0,1.0,1.0,0.21890547263681592,200.0,Ragdoll Plush Toy (6 Assorted),"BiBi Doll Rag Doll 35cm - Cuddly & Soft Toy, Embroidered Features, Lightweight, Assorted - 1st Birthday, Imaginative Role Play, Girls & Boys, Toddlers & Babies, 10 Months+",5038104487736,5060621848370,B07YV9HPKP,3.24,8.99
UNCERTAIN,False,1:1 Match,0.2150000000000005,0.2150000000000005,5.858310626703012,1.0,1.0,1.0,0.19742489270386265,300.0,Fan Tail Design Porcelain Mugs (Assorted Designs),Lesser & Pavey Teal Strawberry Thief Mug for Coffee and Tea | Stylish Fine China Ceramic Mug with Large Handle | Ideal Birthday Gift for Women and Men | Ideal for Tea and Coffee Lovers,5015302442804,5010792946825,B09VQ1QJGY,3.744,9.99
HIGH_LIKELIHOOD,False,1:1 Match,0.271666666666668,0.271666666666668,5.659722222222252,1.0,2.0,2.0,0.5569620253164557,300.0,Oasis Foam Backed Ring 10inch (2 pk),"Pack of 2 Oasis Foam Wreath Rings 8"" (20cm)",5024242810024,nan,B005X64WO6,5.1,11.99
MODERATE_CONFIDENCE,False,1:1 Match,0.2016666666666677,0.2016666666666677,5.4504504504504805,1.0,1.0,1.0,0.3673469387755102,400.0,Inflatable Antler Ring Toss,"Uniqhia Inflatable Reindeer Antler Ring Toss Game, 2023 Christmas Games Ring Toss for Christmas Party Games, US Patented",5056283856730,707427637702,B01N2N2HQB,3.78,9.59
MODERATE_CONFIDENCE,False,1:1 Match,0.0545833333333336,0.0545833333333336,5.101246105919032,1.0,1.0,1.0,0.34108527131782945,50.0,Age 6 Female Party Badge (15cm),"Age 6 Birthday Badge Blue, Red And Silver Balloons Holographic Recyclable 6th Birthday Party Badge",5055579163996,nan,B0BRT1X86C,0.624,4.99
UNCERTAIN,False,SPLIT (1/2) - OK,1.8176666666666677,0.1616666666666677,4.884189325276971,0.5,2.0,1.0,0.23853211009174313,100.0,Peony X 2  Pink 78cm,"2 Bunches Artificial Peonies, Pink Silk Peony Fake Flowers Bouquet for Wedding Home Decor",5055579189101,nan,B0DJ75X8FV,3.312,8.99
UNCERTAIN,False,1:1 Match,0.055,0.055,4.700854700854705,1.0,1.0,1.0,0.26666666666666666,50.0,14 inch  Number Balloon - 7 - Light Pink,"Light Pink Foil Balloon Number 7, 40'' Giant Self Inflating Number Balloons Set 0-9, Large Pastel Pink Number 7 Helium Balloon for Girls 7th Birthday Princess Party Decorations Supplies",742554363353,nan,B0C74HV4P3,0.744,3.99
MODERATE_CONFIDENCE,False,1:1 Match,0.0950000000000002,0.0950000000000002,4.656862745098049,1.0,1.0,1.0,0.35,100.0,White Unbranded 0-3m Plain Baby Beanie Hat,Soft Touch Plain Super Soft Cotton Hat,nan,5023797300905,B01N0LP3CF,1.788,4.83
EXACT_EAN_MATCH,True,1:1 Match,0.1149999999999999,0.1149999999999999,4.212454212454212,1.0,1.0,1.0,0.2857142857142857,50.0,Vehicle Tray,Lesser & Pavey LP42480A Little Stars Vehicles Plate,5010792424804,5010792424804,B07GX1BVNP,2.616,6.69
UNCERTAIN,False,SPLIT (1/3) - OK,2.7579166666666666,0.1579166666666667,4.155701754385966,0.3333333333333333,3.0,1.0,0.2033898305084746,100.0,Peony X 3 Pink (l82cm),"2 Bunches Artificial Peonies, Mixed Pink Silk Peony Fake Flowers Bouquets for Wedding Home Decor",5055579120982,nan,B0F24DRBS9,3.9,8.99
HIGH_LIKELIHOOD,False,1:1 Match,0.2512500000000013,0.2512500000000013,3.841743119266075,1.0,1.0,1.0,0.5084745762711864,200.0,Bill- Smeds and the Smoos Soft Toy,"Aurora, 61499, Baby Smoo-Smed, The Smed and the Smoos, Eco-friendly soft toy, Purple",5034566614994,nan,B0B7SDQJD8,7.188000000000001,12.99
UNCERTAIN,False,1:1 Match,0.0816666666666665,0.0816666666666665,3.8161993769470346,1.0,1.0,1.0,0.2631578947368421,300.0,Christmas Eve Activity Set,"YLAB Christmas Activity Book Set for Kids – Colouring, Sticker & Puzzle Books with Pencils – Festive Gift for Children Age 3-10 – Travel Activity Pack in Carry Case",5012128617058,5060562526641,B0DCT3MG59,1.908,5.99
UNCERTAIN,False,1:1 Match,0.1883333333333332,0.1883333333333332,3.393393393393392,1.0,6.0,6.0,0.2347417840375587,100.0,Cuddles Collection 6 Pack cotton Muslin - Orange,"Large Baby Muslin Cloths - 100% Cotton Muslin Squares (Pack of 6, 70 x 70 cm) | Soft, Absorbent & Breathable | Perfect as Baby Bibs & Burp Cloths | Safari Collection",5060347220252,5070002442912,B0C95MS7P4,6.0,12.79
UNCERTAIN,False,1:1 Match,0.1783333333333343,0.1783333333333343,3.260207190737374,1.0,1.0,1.0,0.25196850393700787,200.0,16cm Round Grey Woodchip Basket,"Round Kindling/Storage Basket, Hessian Lined, Excellent Quality, Very Strong Kuba Rattan (Small)",5051211223806,658848912346,B07W7T65D6,5.904,14.95
MODERATE_CONFIDENCE,False,1:1 Match,0.2087500000000008,0.2087500000000008,3.191896024464845,1.0,1.0,1.0,0.3333333333333333,100.0,Keeleco Highland Cow (25cm),"Highland Cow Stuffed Animal, Realistic Highland Bull Plush Toy, Brown, 25CM",5027148008311,nan,B0DSDSWDXY,7.188000000000001,12.93
UNCERTAIN,False,1:1 Match,0.0712499999999998,0.0712499999999998,2.884615384615377,1.0,1.0,1.0,0.27053140096618356,200.0,Pet Blanket throw (Assorted Designs),"OHS Blanket for Dogs, Super Soft Comfy Fleece Throw Blanket Stylish Pet Paw Print Design Sofa Cover Throw Dog Blankets Washable Warm Pet Fleece Blankets, Red - 120 x 150cm",5015302204914,nan,B0DLPCRC14,2.304,6.99
MODERATE_CONFIDENCE,False,1:1 Match,0.0616666666666674,0.0616666666666674,2.427821522309741,1.0,1.0,1.0,0.3013698630136986,100.0,Elf Hat with Elf Ears,"Elves Behavin' Badly Dummy Security Camera, 10x10x13",5050565294920,nan,B074K6FW6B,2.388,7.49
MODERATE_CONFIDENCE,False,1:1 Match,0.0383333333333339,0.0383333333333339,2.295409181636766,1.0,1.0,1.0,0.4485981308411215,100.0,Make Your Own Christmas Cards,6x Make Own Christmas Card Gift Making Envelope Craft Kit Blank Cards Stickers,5017224884953,5060704981673,B0CJCDS5M9,1.344,4.99
MODERATE_CONFIDENCE,False,1:1 Match,0.1016666666666672,0.1016666666666672,2.163120567375899,1.0,1.0,1.0,0.36923076923076925,200.0,Snowies 500g,Just Treats White Chocolate Snowies (500g Share Bag)…,nan,5055761543476,B01CEOAPF4,4.98,9.59
