SupplierTitle,AmazonTitle,match_type,EAN,EAN_OnPage,ASIN,bought_in_past_month,NetProfit,ROI,SellingPrice_incVAT,SupplierPrice_exVAT,bucket,inclusion_reason,confidence,verification_status,title_similarity,asin_product_count,supplier_category,SupplierURL,AmazonURL,ProfitMargin,Breakeven,fba_seller_count,fbm_seller_count,total_offer_count,validation_required,priority,price_ratio
MASON PRECISION SCREWDRIVER SET 6 PIECES,"Shall 6-Piece Precision Screwdriver Set w/ Case, 12-Size Magnetic Mini Screwdrivers, DIY Repair Tools Kit (Double-end Phillips/Slotted/Torx/Pentalobe/Triwing)",T2,5060298505873,,B09LHNV2MP,50.0,1.5450000000000002,111.15107913669064,6.63,0.84,A,Proven demand with positive profit,LOW,VALIDATION_REQUIRED,0.125,1,unknown,https://www.efghousewares.co.uk/mason-precision-screwdriver-set-6-pieces-123928,https://www.amazon.co.uk/dp/B09LHNV2MP,27.963800904977376,4.775999999999999,,,1.0,YES,LOW,7.892857142857143
INCENSE STICKS MAGIC MIST PACK OF 12,"Stamford Fantasy Mythical Incense Sticks – 12 Unique Fragrances (15 Sticks Each) with JRose Burner | Dragon’s Fire, Mermaid’s Love, Unicorn’s Grace & More | Aromatic Home & Meditation Set",T2,5024418660842,,B0DH974Z2Q,100.0,1.5412500000000011,29.357142857142883,12.99,4.7,A,Proven demand with positive profit,LOW,VALIDATION_REQUIRED,0.125,1,unknown,https://www.efghousewares.co.uk/incense-sticks-magic-mist-pack-of-12-123482,https://www.amazon.co.uk/dp/B0DH974Z2Q,14.237875288683613,11.1405,,,,YES,LOW,2.7638297872340427
GLASSES CASE ASSORTED,"3 Pack Glasses Case Hard Shell for Women Men, Portable Eyeglasses Case Retro Eyeglasses Holder Box for Travel Study Work",T2,5015302790547,,B0B2R3FJ2K,50.0,1.500333333333334,96.29867351305096,7.99,1.008,A,Proven demand with positive profit,LOW,VALIDATION_REQUIRED,0.1333333333333333,2,unknown,https://www.efghousewares.co.uk/glasses-case-assorted-109825,https://www.amazon.co.uk/dp/B0B2R3FJ2K,22.5331664580726,6.1896,,,1.0,YES,LOW,7.926587301587301
PRIMA MESH 20CM STRAINER,"Walfos Fine Mesh Strainers, Premium Stainless Steel Colanders and Sifters, with Reinforced Frame and Sturdy Handle, Perfect for Sift, Strain, Drain and Rinse Vegetables, Pastas and Tea（20cm",T2,5038673183770,,B09MFLYWNK,100.0,1.4950000000000012,75.88832487309651,9.99,1.42,A,Proven demand with positive profit,LOW,VALIDATION_REQUIRED,0.0476190476190476,2,unknown,https://www.efghousewares.co.uk/prima-mesh-20cm-strainer,https://www.amazon.co.uk/dp/B09MFLYWNK,17.95795795795797,8.195999999999998,,,1.0,YES,LOW,7.035211267605634
COTTON HOT POT TRIVET 20CM ASSORTED,"Flintronic Heat Trivet, 3PCS 20cm Cork Trivet, 5mm Thick Round Cork Coaster, Multifunctional Heatproof Table Mat, Reusable Kitchen Hot Pads for Hot Pots, Pans, Kettles, Potted Plants",T2,6923456818736,,B0F83TN1KD,100.0,1.4870000000000003,95.4428754813864,6.99,1.008,A,Proven demand with positive profit,LOW,VALIDATION_REQUIRED,0.0869565217391304,2,unknown,https://www.efghousewares.co.uk/cotton-hot-pot-trivet-20cm-assorted-117978,https://www.amazon.co.uk/dp/B0F83TN1KD,25.52789699570816,5.2056,,,1.0,YES,LOW,6.934523809523809
151 PAINT SPRAY 400ML METALLIC SILVER,3 x 400ml 151 Multi Purpose Spray Paint Aerosol Wood Metal Brick Metallic Silver,T2,5053249219745,,B07CCLYFJ2,100.0,1.473,50.75809786354238,10.83,2.352,A,Proven demand with positive profit,MEDIUM,LIKELY_VALID,0.4615384615384615,1,unknown,https://www.efghousewares.co.uk/151-paint-spray-400ml-metallic-silver-104074,https://www.amazon.co.uk/dp/B07CCLYFJ2,16.3213296398892,9.062399999999998,,,3.0,NO,LOW,4.604591836734694
SECURIT HOOK RAIL SN GREY 250MM 4XKEY,Minimalistic Wall-Mounted Coat Rack – 4 Hooks on Stylish Modern Wooden Base for Wall & Door – 38cm – All Fixings Included (Satin Nickel/Dove Grey),T2,5019923161427,,B0BZ4VCCWM,50.0,1.4725,47.04472843450479,9.9,2.58,A,Proven demand with positive profit,LOW,VALIDATION_REQUIRED,0.0,1,unknown,https://www.efghousewares.co.uk/securit-hook-rail-sn-grey-250mm-4xkey-119609,https://www.amazon.co.uk/dp/B0BZ4VCCWM,17.848484848484848,8.133,,,,YES,LOW,3.8372093023255816
ECO WASH UP BRUSH,"4Pcs Wooden Washing Up Brush, Dish Brushes for Washing Up, Bamboo Natural Scrub Brush, Eco Replacement Brushes, Interchangeable Soft Bristle Refills（Handle Not Included）",T2,5026180081702,,B0CKSTP5TS,100.0,1.4716666666666671,66.89393939393942,8.99,1.65,A,Proven demand with positive profit,LOW,VALIDATION_REQUIRED,0.1,1,unknown,https://www.efghousewares.co.uk/eco-wash-up-brush,https://www.amazon.co.uk/dp/B0CKSTP5TS,19.64404894327031,7.223999999999999,,,2.0,YES,LOW,5.448484848484849
SECURPLUMB RADIATOR BRACKET,Brackets for Heated Towel Rail Radiators Set of Universal Fit Flat Or Curved Black,T2,5019923196924,,B0FRSMGMXL,50.0,1.464583333333333,37.45737425404944,10.99,3.36,A,Proven demand with positive profit,LOW,VALIDATION_REQUIRED,0.0,1,unknown,https://www.efghousewares.co.uk/securplumb-radiator-bracket,https://www.amazon.co.uk/dp/B0FRSMGMXL,15.991810737033664,9.2325,,,,YES,LOW,3.2708333333333335
BLACKSPUR LONG LINK CHAIN 2.5MM X2.5M,"Stainless Steel Chains, 5 Metre Heavy Duty Chain Links, Metal Chain Security Chain, 1.5mm Galvanized Steel Welded Link Chains for Fence Gate Door Bike Bicycle Swing Security Lock Lift Chains",T2,5017403154105,,B0D2KZYF9W,100.0,1.4633333333333336,96.9094922737307,6.88,0.96,A,Proven demand with positive profit,LOW,VALIDATION_REQUIRED,0.08,1,unknown,https://www.efghousewares.co.uk/blackspur-long-link-chain-2-5mm-x2-5m-122394,https://www.amazon.co.uk/dp/B0D2KZYF9W,25.523255813953494,5.1240000000000006,,,2.0,YES,LOW,7.166666666666667
APOLLO COLANDER 3QT,"Stainless Steel Colander 22.5cm, 3 Quart Micro-Perforated Food Strainer with Handles, Colander for Draining Washing Rinsing Steaming, Thickened Metal Sieve Ideal for Pasta Vegetables Fruit (22.5cm)",T2,5026180087636,,B0DDPSHB4K,50.0,1.4620833333333338,51.301169590643305,9.49,2.3,A,Proven demand with positive profit,LOW,VALIDATION_REQUIRED,0.0454545454545454,1,unknown,https://www.efghousewares.co.uk/apollo-colander-3qt,https://www.amazon.co.uk/dp/B0DDPSHB4K,18.487881981032668,7.7355,,,,YES,LOW,4.12608695652174
B&CO AIR FRYER RACK WITH SKEWERS 19 X 19 X 5CM,"2 Pcs Air Fryer Rack, 7 Inch Stainless Steel Metal Holder and Multi-Purpose Double Layer Rack with 4 Barbecue Sticks, General Air Fryers Accessory Set Suitable for Most 3.7-5.8 QT Air Fryers Ovens",T2,5050565705914,,B0BRBBWJG1,100.0,1.4550000000000007,54.494382022471946,9.99,2.12,A,Proven demand with positive profit,LOW,VALIDATION_REQUIRED,0.1153846153846153,1,unknown,https://www.efghousewares.co.uk/b-co-air-fryer-rack-with-skewers-19-x-19-x-5cm-108430,https://www.amazon.co.uk/dp/B0BRBBWJG1,17.477477477477485,8.244,,,1.0,YES,LOW,4.712264150943396
GLOVE MENS FINGERLESS GLOVES ASSORTED COLOURS,SATINIOR 3 Pairs Women Fingerless Gloves Winter Half Finger Knit Gloves for Women Men,T2,5060605733685,,B07XCNX9VX,50.0,1.4549999999999994,126.52173913043474,5.49,0.6,A,Proven demand with positive profit,LOW,VALIDATION_REQUIRED,0.1818181818181818,1,unknown,https://www.efghousewares.co.uk/glove-mens-fingerless-gloves-assorted-colours-117287,https://www.amazon.co.uk/dp/B07XCNX9VX,31.80327868852458,3.744,,,1.0,YES,LOW,9.15
BENTLEY BOTTLE BRUSH CLEANING ESSENTIALS,"MOSTFUN 4 Pack 3 in 1 Multifunctional Cup Lid and Bottle Crevice Cleaning Brushes, Essential Cleaning Tools for Home Kitchen Portable and Versatile Cleaning Brushes Ideal for Water Bottles and Cups",T2,5014555015902,,B0C7KYQWH6,100.0,1.448333333333334,101.99530516431928,6.49,0.87,A,Proven demand with positive profit,LOW,VALIDATION_REQUIRED,0.0909090909090909,1,unknown,https://www.efghousewares.co.uk/bentley-bottle-brush-cleaning-essentials,https://www.amazon.co.uk/dp/B0C7KYQWH6,26.77966101694916,4.752,,,1.0,YES,LOW,7.459770114942529
AMTECH PICK-UP TOOL TELE MAG 5LB,Amtech S8006 3 LED telescopic torch and magnetic pick up tool,T2,5032759010035,,B00HMDJD38,100.0,1.4400000000000002,76.59574468085107,7.14,1.33,A,Proven demand with positive profit,LOW,VALIDATION_REQUIRED,0.2,2,unknown,https://www.efghousewares.co.uk/amtech-pick-up-tool-tele-mag-5lb,https://www.amazon.co.uk/dp/B00HMDJD38,24.20168067226891,5.412,,,5.0,YES,LOW,5.368421052631579
APOLLO STAINLESS STEEL CHIP BASKET,"Mini Square Fry Basket Stainless Steel French Fries Holder Deep Fryer Baskets with Handles, Table Serving Frying Chips Baskets, French Fry Holder for Kitchen Party Barbecue (4)",T2,5026180036849,,B0DD3XRRVG,50.0,1.4362500000000005,44.46594427244583,9.99,2.68,A,Proven demand with positive profit,LOW,VALIDATION_REQUIRED,0.1363636363636363,1,unknown,https://www.efghousewares.co.uk/apollo-s-s-chip-basket,https://www.amazon.co.uk/dp/B0DD3XRRVG,17.252252252252255,8.266499999999999,,,,YES,LOW,3.7276119402985075
URBAN LIVING DOME MICROWAVE COVER 25CM,Microwave Covers Ventilated Food Plate Vented Splatter Guard Cover Food Safe Microwave Lid Cover Microwave Lid Cover for Food Microwave Plate Cover Microwave Food Cover (25 cm plate),T2,5414886801715,,B07PM75HLV,50.0,1.434583333333334,117.58879781420768,7.15,0.67,A,Proven demand with positive profit,LOW,VALIDATION_REQUIRED,0.1428571428571428,1,unknown,https://www.efghousewares.co.uk/urban-living-dome-microwave-cover-25cm-113399,https://www.amazon.co.uk/dp/B07PM75HLV,24.076923076923084,5.4285000000000005,,,,YES,LOW,10.671641791044776
INCENSE ASHCATCHER MAGO BOLD CHAKRA,Something Different Chakra Balancing Kit Incense Sticks With Holder,T2,5055071772986,,B07RPYHLMN,100.0,1.4312499999999997,128.94144144144138,6.99,0.56,A,Proven demand with positive profit,LOW,VALIDATION_REQUIRED,0.25,1,unknown,https://www.efghousewares.co.uk/incense-ashcatcher-mago-bold-chakra,https://www.amazon.co.uk/dp/B07RPYHLMN,24.57081545064377,5.2725,,,,YES,LOW,12.482142857142856
FIDGET JUMBO TUBES,"VEYLIN 8-Pack Large Pop Tubes Sensory Fidget Toys For Children or Adults, Autism and Special Needs, Reduce Anxiety and Stress, Bendable Tubes for DIY and Anxiety, Suitable for Kids & Adults with ADHD",T2,5015934752685,,B0F9KV8TK4,100.0,1.4241666666666677,128.30330330330338,6.98,0.56,A,Proven demand with positive profit,LOW,VALIDATION_REQUIRED,0.0833333333333333,1,unknown,https://www.efghousewares.co.uk/fidget-jumbo-tubes-103157,https://www.amazon.co.uk/dp/B0F9KV8TK4,24.48424068767909,5.271,,,,YES,LOW,12.464285714285714
INTERDENTAL BRUSHES 5PK,"500pcs Double Head Dental Floss Interdental Brush 2-in-1, Disposable Plastic Multicolor Dental Pick Braces Cleaner Brush Oral Care Toothpicks (5 Pack, 100pcs/Box)",T2,5056239471031,,B0D54B8654,50.0,1.4216666666666666,102.27817745803355,5.99,0.84,A,Proven demand with positive profit,LOW,VALIDATION_REQUIRED,0.05,1,unknown,https://www.efghousewares.co.uk/interdental-brushes-5pk,https://www.amazon.co.uk/dp/B0D54B8654,28.480801335559264,4.283999999999999,,,1.0,YES,LOW,7.130952380952381
HAIR BANDS 50PK ASSTD COLS,"Thick Multi Colour Hair Bobbles 50 Pack 8mm, Hair Bands for Girls, Ladies Bright Hair Band, School Hair Accessories, Snag Free Hair Tie",T2,5050565852359,,B08BS2LFGY,50.0,1.4216666666666666,102.27817745803355,5.99,0.84,A,Proven demand with positive profit,LOW,VALIDATION_REQUIRED,0.1176470588235294,1,unknown,https://www.efghousewares.co.uk/hair-bands-50pk-asstd-cols-120111,https://www.amazon.co.uk/dp/B08BS2LFGY,28.480801335559264,4.283999999999999,,,1.0,YES,LOW,7.130952380952381
RYSONS BATHROOM SOAP DISH W/SUCTION,"Black Soap Dish for Bathroom - Suction Soap Holder with Drainage for Shower, Plastic Bar Soap Box Case Tray Saver, Draining Soap Dishes for Home Kitchen Toilet Product, No Drill & Glue, Removable",T2,5056239428059,,B0DWFJWBX2,50.0,1.418333333333334,102.0383693045564,7.99,0.84,A,Proven demand with positive profit,LOW,VALIDATION_REQUIRED,0.125,1,unknown,https://www.efghousewares.co.uk/rysons-bathroom-soap-dish-w-suction,https://www.amazon.co.uk/dp/B0DWFJWBX2,21.30162703379225,6.287999999999999,,,1.0,YES,LOW,9.511904761904763
SECURPLUMB FIBER TAP CONNECTOR 15MM,John Guest Speedfit PEMSTC1514 15 mm x 1/2 inch BSP Straight Tap Connector,T2,5019923199321,,B0025VKQPQ,50.0,1.401666666666667,98.01864801864804,7.4,0.88,A,Proven demand with positive profit,LOW,VALIDATION_REQUIRED,0.1666666666666666,1,unknown,https://www.efghousewares.co.uk/securplumb-fiber-tap-connector-15mm,https://www.amazon.co.uk/dp/B0025VKQPQ,22.729729729729737,5.717999999999999,,,,YES,LOW,8.40909090909091
FLOURESCENT DEFLATED SPORTS BALL 5INCH,"Mini Rainbow Kids, Toddler Football - 5 Inch (Pack of 4) Inflatable Ball Made from Vinyl with Hand Pump Football, Neon Basketball, Soccer Ball, and Volleyball for Playground, Indoor and Outdoor Use",T2,5033849808921,,B08FDZDP91,100.0,1.391666666666666,86.43892339544509,7.64,1.06,A,Proven demand with positive profit,LOW,VALIDATION_REQUIRED,0.0384615384615384,1,unknown,https://www.efghousewares.co.uk/flourescent-deflated-sports-ball-5inch-121031,https://www.amazon.co.uk/dp/B08FDZDP91,21.85863874345549,5.97,,,,YES,LOW,7.2075471698113205
GLITTER SILVER OVAL BOWL SMALL,"4 Pcs Small Stainless Steel Sauce Dishes, Mini Dipping Bowls Dishes Condiment Sauce Cups, Seasoning Dishes Dip Bowls for Sushi Snacks Fruit Appetizer, Diameter 8cm, Depth 3cm (Silver)",T2,5060068749346,,B0D3TMLCPY,100.0,1.3895833333333336,74.70878136200719,7.99,1.31,A,Proven demand with positive profit,LOW,VALIDATION_REQUIRED,0.0416666666666666,1,unknown,https://www.efghousewares.co.uk/glitter-silver-oval-bowl-small-110305,https://www.amazon.co.uk/dp/B0D3TMLCPY,20.869837296620776,6.3225,,,,YES,LOW,6.099236641221374
HOT POT TRIVET 20CM ASSORTED,"Flintronic Heat Trivet, 3PCS 20cm Cork Trivet, 5mm Thick Round Cork Coaster, Multifunctional Heatproof Table Mat, Reusable Kitchen Hot Pads for Hot Pots, Pans, Kettles, Potted Plants",T2,6923456818774,,B0F83TN1KD,100.0,1.3712499999999996,117.20085470085468,6.99,0.62,A,Proven demand with positive profit,LOW,VALIDATION_REQUIRED,0.0869565217391304,2,unknown,https://www.efghousewares.co.uk/hot-pot-trivet-20cm-assorted-117933,https://www.amazon.co.uk/dp/B0F83TN1KD,23.540772532188832,5.3445,,,,YES,LOW,11.274193548387098
GLASSES CASE ASSORTED,"3 Pack Glasses Case Hard Shell for Women Men, Portable Eyeglasses Case Retro Eyeglasses Holder Box for Travel Study Work",T2,5015302790530,,B0B2R3FJ2K,50.0,1.368333333333334,80.96646942800794,7.99,1.14,A,Proven demand with positive profit,LOW,VALIDATION_REQUIRED,0.1333333333333333,2,unknown,https://www.efghousewares.co.uk/glasses-case-assorted-113777,https://www.amazon.co.uk/dp/B0B2R3FJ2K,20.55068836045057,6.348,,,1.0,YES,LOW,7.0087719298245625
HOLOGRAPHIC HULA HOOP,"2 Pcs Collapsible Fitness Hula Hoops, Colorful Portable Segmented Sports Hula Hoop, Adjustable Hoola Hoops Ring for Dancing, Swimming, Pet Training, Home Exercise",T2,5056283828317,,B0D14V5PZ5,50.0,1.367083333333334,81.86127744510982,7.69,1.12,A,Proven demand with positive profit,LOW,VALIDATION_REQUIRED,0.0476190476190476,1,unknown,https://www.efghousewares.co.uk/holographic-hula-hoop-121647,https://www.amazon.co.uk/dp/B0D14V5PZ5,21.332899869961,6.049500000000001,,,,YES,LOW,6.866071428571428
COUNTRY CLUB 3M KNITTED GLOVES BLACK,GM Apparel Ladies 3M Thinsulate Gloves | Thermal Knitted Gloves | Extra Warm & Lightweight Outdoor Winter Ski for Women,T2,5023674234712,,B0FTSJQ8P3,100.0,1.3623333333333336,42.22979954536062,7.99,2.676,A,Proven demand with positive profit,LOW,VALIDATION_REQUIRED,0.1875,2,unknown,https://www.efghousewares.co.uk/country-club-3m-knitted-gloves-black-123566,https://www.amazon.co.uk/dp/B0FTSJQ8P3,20.460575719649565,6.3552,,,1.0,YES,LOW,2.9857997010463375
ROYAL MARKET PLASTIC HALF PINT 50 GLASS,Plastic Half Pint Glasses 50 Pack Strong Disposable Beer Cups 284ml,T2,5010326063431,,B0C37Z88WM,100.0,1.3616666666666672,65.46474358974362,8.99,1.53,A,Proven demand with positive profit,MEDIUM,LIKELY_VALID,0.4,3,unknown,https://www.efghousewares.co.uk/royal-market-plastic-half-pint-50-glass,https://www.amazon.co.uk/dp/B0C37Z88WM,18.17575083426029,7.356,,,3.0,NO,LOW,5.875816993464053
GARDEN KNEELING PAD 40CM,"AKH® Garden Kneeling Mat| 40cm x 17cm (16"" x 6"") | Pack of 2 | Soft and Durable Gradening Kneeling Pad | Rectangular Garden Mat with a Cut Out Carry Handle",T2,5024418546085,,B08YX52F4T,100.0,1.360416666666666,122.56006006006,6.89,0.56,A,Proven demand with positive profit,LOW,VALIDATION_REQUIRED,0.2,1,unknown,https://www.efghousewares.co.uk/garden-kneeling-pad-40cm-120648,https://www.amazon.co.uk/dp/B08YX52F4T,23.69375907111755,5.2575,,,,YES,LOW,12.303571428571427
BLUE CANYON LED VANITY MIRROR 17CM X 22CM,Blue Canyon 17cm Free Standing Round Swivel Mirror - Chrome Finish - Perfect for Shaving and Applying Makeup - One Side with 3x Magnification - Double Sided Multipurpose Mirror - BA121,T2,5056295702346,,B007IGLU12,100.0,1.356249999999999,28.02169421487601,12.15,4.29,A,Proven demand with positive profit,LOW,VALIDATION_REQUIRED,0.1818181818181818,2,unknown,https://www.efghousewares.co.uk/blue-canyon-led-vanity-mirror-17cm-x-22cm-114242,https://www.amazon.co.uk/dp/B007IGLU12,13.395061728395053,10.5225,,,,YES,LOW,2.832167832167832
BRIGHT & HOMELY VACUUM BAGS 50X60CM,"BoxLegend Vacuum Storage Bags 6 Pieces 70 x 50cm Vacuum Bag Clothes Vacuum Storage Bag Travel Reusable and Durable for Clothes, Duvets, Bedding, Pillows Coats",T2,5050796007870,,B082XSHFCX,50.0,1.3501666666666663,99.71688823239782,7.22,0.804,A,Proven demand with positive profit,LOW,VALIDATION_REQUIRED,0.1111111111111111,1,unknown,https://www.efghousewares.co.uk/bright-and-homely-vacuum-bags-50x60cm,https://www.amazon.co.uk/dp/B082XSHFCX,22.4404432132964,5.5998,,,,YES,LOW,8.980099502487562
GIFTMAKER WIRE RIBBON 6.5CMSX2.7M,"KINGLAKE 6.4cm 10m Sage Green Wired Ribbon for Wreath Bows Making, Wide Christmas Wired Ribbon for Crafting, Gift Wrapping, Xmas, Rustic Wedding Decoration",T2,5012128596728,,B0D7Z1YL2B,100.0,1.3391666666666666,104.62239583333331,7.1,0.73,A,Proven demand with positive profit,LOW,VALIDATION_REQUIRED,0.0526315789473684,1,unknown,https://www.efghousewares.co.uk/giftmaker-wire-ribbon-6-5cmsx2-7m-122848,https://www.amazon.co.uk/dp/B0D7Z1YL2B,22.633802816901408,5.492999999999999,,,,YES,LOW,9.726027397260273
SUPER DREAMER COMPLETE SET EDITH DOUBLE,"Tokokimo Double Duvet Cover Set 4 Piece, Double Bedding Sets with Fitted Sheet, Soft Microfiber Double Duvet Set with Fitted Shee (1x Duvet Cover, 2x Pillowcases, 1x Fitted Sheet)",T2,5051346798620,,B0DGFZBWTZ,100.0,1.3350000000000015,12.558795860771417,22.17,10.08,A,Proven demand with positive profit,LOW,VALIDATION_REQUIRED,0.0526315789473684,2,unknown,https://www.efghousewares.co.uk/super-dreamer-complete-set-edith-double-123686,https://www.amazon.co.uk/dp/B0DGFZBWTZ,7.225981055480386,20.568,,,1.0,YES,LOW,2.199404761904762
DIG IT OUT GLOW IN THE DARK,KandyToys Dinosaur Fossils Digging and Excavation Kit | Dig Out Your Own Glow in The Dark Skeleton | History Science Kit | Gift For Kids,T2,5033849865696,,B00EYMDCWI,100.0,1.3349999999999995,101.1363636363636,8.49,0.77,A,Proven demand with positive profit,LOW,VALIDATION_REQUIRED,0.2222222222222222,1,unknown,https://www.efghousewares.co.uk/dig-it-out-glow-in-the-dark,https://www.amazon.co.uk/dp/B00EYMDCWI,18.86925795053003,6.887999999999999,,,5.0,YES,LOW,11.025974025974026
RUBBER DUCKS 3PK,Bath Duck Toys 5 Pcs Rubber Duck Family Squeak Ducks Decorations Party Favors Baby Shower Toy for Toddlers Boys Girls,T2,5050565793072,,B0BFPVNG99,100.0,1.3349999999999995,101.1363636363636,8.49,0.77,A,Proven demand with positive profit,LOW,VALIDATION_REQUIRED,0.1111111111111111,1,unknown,https://www.efghousewares.co.uk/rubber-ducks-3pk-113279,https://www.amazon.co.uk/dp/B0BFPVNG99,18.86925795053003,6.887999999999999,,,1.0,YES,LOW,11.025974025974026
CAR ASHTRAY,"Car Ashtray, Portable Ashtray with Lid Smell Proof, Automatic LED Light, Sealed, Flame Retardant, High Temperature Resistant, Detachable, Large Capacity (1 Pc)",T2,5056239440006,,B0BZCW1HJH,100.0,1.3303333333333336,85.38724860932821,7.48,1.008,A,Proven demand with positive profit,LOW,VALIDATION_REQUIRED,0.0952380952380952,1,unknown,https://www.efghousewares.co.uk/car-ashtray,https://www.amazon.co.uk/dp/B0BZCW1HJH,21.34224598930481,5.8836,,,,YES,LOW,7.420634920634921
HOBBY SQUARE BASIN NO1 6LTR,"Best House | Square Basin | Kitchen Washing Up Bowl | 6 Litres | Cream | 1 PC | Multipurpose Bath Tub/Washing Tub for Kitchen, Bathroom, and Household Use (Pack of 1)",T2,8694064000353,,B0DT4NWZC4,50.0,1.3295833333333336,69.24913194444446,7.99,1.37,A,Proven demand with positive profit,LOW,VALIDATION_REQUIRED,0.0833333333333333,1,unknown,https://www.efghousewares.co.uk/hobby-square-basin-no1,https://www.amazon.co.uk/dp/B0DT4NWZC4,19.968710888610765,6.3945,,,1.0,YES,LOW,5.8321167883211675
PPS MICRO 4 ROUND CONTAINER+ LID 1000ML,"(10 Pack, 24oz) Round Plastic Meal Prep Containers - Reusable BPA Free Food Containers with Airtight Lids - Microwavable, Freezer and Dishwasher Safe",T2,5030481930362,,B0CM289FLQ,50.0,1.3212499999999998,108.29918032786884,6.99,0.67,A,Proven demand with positive profit,LOW,VALIDATION_REQUIRED,0.0555555555555555,1,unknown,https://www.efghousewares.co.uk/pps-micro-4-round-container-lid-1000ml,https://www.amazon.co.uk/dp/B0CM289FLQ,22.68240343347639,5.4045,,,,YES,LOW,10.432835820895523
FLOWERPOT SQUARE 3 ASSORTED COLOURS,"KAHEIGN 6Pcs Plastic Plant Pots, 13CM Thicken Flower Pot Root-Control Seedling Planter Nordic Style Garden Pots with Saucer for Flowers Herbs Succulents Cactus (3 Colors)",T2,8720573272827,,B0DTD4HFVG,50.0,1.3162500000000008,39.29104477611944,9.99,2.8,A,Proven demand with positive profit,LOW,VALIDATION_REQUIRED,0.0,1,unknown,https://www.efghousewares.co.uk/flowerpot-square-3-assorted-colours-120588,https://www.amazon.co.uk/dp/B0DTD4HFVG,15.81081081081082,8.410499999999999,,,,YES,LOW,3.567857142857143
DIE CAST MOTORCYCLE,"Maisto DUCATI MONSTER Motorbike - Incredibly Detailed Die-Cast Replica Collectible Model - 1:18 Scale, Red",T2,5050788010055,,B0BVZH8XZB,100.0,1.3108333333333335,56.99275362318843,8.5,1.75,A,Proven demand with positive profit,LOW,VALIDATION_REQUIRED,0.0,1,unknown,https://www.efghousewares.co.uk/die-cast-motorcycle-103857,https://www.amazon.co.uk/dp/B0BVZH8XZB,18.505882352941185,6.927,,,,YES,LOW,4.857142857142857
FUSION SLIME,"Galaxy Slime Kit 12 Pack, Fluffy Mini Slime Easter Party Favor for Kids Goodie Bag Stuffers, Smooth, Soft and Non Sticky, Stress & Anxiety Relief Colorful Slime Pack Toy for Girls Boys",T2,5050835105246,,B0BBFD55QH,100.0,1.3083333333333338,92.78959810874709,7.24,0.86,A,Proven demand with positive profit,LOW,VALIDATION_REQUIRED,0.04,1,unknown,https://www.efghousewares.co.uk/fusion-slime-119035,https://www.amazon.co.uk/dp/B0BBFD55QH,21.68508287292818,5.670000000000001,,,,YES,LOW,8.418604651162791
TALA MEAT THERMOMETER 4106,"Tala Stainless Steel Meat Thermometer, Classic Meat Probe for ensuring meat cooked to required level, Measures from 120 to 180 degrees celsius, Silver",T2,5012904041060,,B000SABZOM,50.0,1.3083333333333325,31.678773204196915,10.99,3.58,A,Proven demand with positive profit,LOW,VALIDATION_REQUIRED,0.1111111111111111,1,unknown,https://www.efghousewares.co.uk/tala-meat-thermometer-4106,https://www.amazon.co.uk/dp/B000SABZOM,14.285714285714276,9.42,,,6.0,YES,LOW,3.069832402234637
TIGER ZIP AND SEAL BAG A4,"Grip Seal Bags A4 Resealable Zip Lock Bags, Clear Plastic Bags Reusable Food Freezer Bags for Kitchen Food Storage, Office Stationery, Jewellery, Cards, Crafts",T2,5016873021399,,B0CMTGTBY4,50.0,1.2832499999999998,102.00715421303654,6.99,0.708,A,Proven demand with positive profit,LOW,VALIDATION_REQUIRED,0.15,1,unknown,https://www.efghousewares.co.uk/tiger-zip-and-seal-bag-a4,https://www.amazon.co.uk/dp/B0CMTGTBY4,22.03004291845493,5.4501,,,,YES,LOW,9.872881355932204
WORK OF ART PAINT BRUSH HOLDER,"Paint Brush Holder, Wooden 67 Hole Citadel Paint Rack, Wall-Mounted Paint Rack, for Brushes, Sketch Pens, Colored Pens, Makeup Brushe",T2,5013922073767,,B0DPJRBRH3,100.0,1.2823333333333344,89.92519869097715,6.49,0.876,A,Proven demand with positive profit,LOW,VALIDATION_REQUIRED,0.1333333333333333,1,unknown,https://www.efghousewares.co.uk/work-of-art-paint-brush-holder-116813,https://www.amazon.co.uk/dp/B0DPJRBRH3,23.71032357473037,4.9512,,,1.0,YES,LOW,7.408675799086758
BOUNCY BALLS 8,"15pcs Bouncy Balls - Dual Color, Large, Goodie Bag Fillers for Kids' Party Bags",T2,5055566999362,,B0DFGR1J8V,100.0,1.2812499999999998,101.68650793650792,6.99,0.71,A,Proven demand with positive profit,LOW,VALIDATION_REQUIRED,0.1666666666666666,2,unknown,https://www.efghousewares.co.uk/bouncy-balls-8,https://www.amazon.co.uk/dp/B0DFGR1J8V,21.99570815450643,5.4525,,,,YES,LOW,9.845070422535212
